Frame,Mean
1,10946.934
2,10688.974
3,11558.660
4,10868.733
5,11360.946
6,11738.500
7,11553.993
8,11683.720
9,11947.594
10,11488.366
11,11130.467
12,10991.327
13,11547.620
14,11994.060
15,12353.193
16,12709.560
17,13004.066
18,12161.033
19,11141.446
20,11049.060
21,11998.273
22,12220.434
23,11796.873
24,11040.394
25,11727.934
26,12268.646
27,13000.787
28,12270.333
29,11738.620
30,11515.220
31,10892.247
32,10585.927
33,10545.707
34,10872.413
35,10986.993
36,11021.420
37,11144.640
38,10679.613
39,10643.453
40,10501.680
41,11156.533
42,11631.960
43,11529.520
44,12053.066
45,12049.940
46,12244.986
47,12001.113
48,12196.540
49,12345.533
50,11981.967
51,11600.140
52,11368.500
53,11265.820
54,11023.373
55,10805.880
56,10949.560
57,10702.573
58,10597.380
59,11268.800
60,11576.993
61,11851.707
62,11505.247
63,11537.187
64,11894.394
65,12084.453
66,11259.887
67,10837.700
68,11333.247
69,12009.020
70,12295.054
71,12672.313
72,12356.660
73,11698.413
74,11521.267
75,11777.467
76,10670.580
77,10847.993
78,10517.026
79,10942.033
80,10573.640
81,10877.927
82,11094.080
83,11968.440
84,12151.000
85,12425.707
86,11865.087
87,11992.747
88,10781.767
89,11655.167
90,12062.293
91,11507.040
92,11806.220
93,11943.894
94,11732.913
95,11427.000
96,12783.587
97,13173.580
98,12613.333
99,12424.207
100,12381.113
101,12338.800
102,10947.747
103,11569.486
104,11588.747
105,12059.113
106,12020.780
107,12212.480
108,12222.187
109,11794.667
110,11232.793
111,10638.713
112,10638.507
113,10664.974
114,11897.673
115,11961.627
116,12606.847
117,12638.020
118,12210.327
119,11658.273
120,11361.847
121,11679.900
122,11818.906
123,11541.120
124,11801.500
125,11792.480
126,11624.100
127,11970.493
128,11487.440
129,11328.960
130,11065.767
131,11378.493
132,12144.627
133,11601.793
134,11878.600
135,11415.233
136,11411.526
137,11151.900
138,11269.780
139,11136.060
140,11693.313
141,11278.240
142,11263.467
143,10854.287
144,12087.113
145,11406.606
146,11675.366
147,10718.693
148,11882.780
149,11900.054
150,12463.980
151,11731.406
152,12424.280
153,11313.480
154,11261.200
155,11234.066
156,10815.727
157,11806.207
158,11475.347
159,11385.486
160,11457.847
161,11222.980
162,11859.033
163,11937.753
164,11307.880
165,11290.026
166,11912.180
167,12072.026
168,11235.820
169,11461.100
170,11127.054
171,10889.967
172,11116.400
173,11234.307
174,11343.406
175,11560.974
176,12092.813
177,11497.733
178,10202.887
179,10360.293
180,10581.953
181,10992.680
182,11795.320
183,12780.560
184,11517.387
185,11369.507
186,10968.667
187,10468.233
188,11067.894
189,11241.167
190,11265.313
191,10936.253
192,13322.673
193,12477.660
194,12932.813
195,12790.113
196,13156.526
197,12854.740
198,11771.247
199,11592.293
200,11203.427
201,11862.520
202,12655.160
203,11942.387
204,11029.934
205,10956.020
206,10972.753
207,10593.600
208,11175.993
209,11685.213
210,12116.560
211,12314.087
212,11880.140
213,11764.780
214,11229.213
215,11721.646
216,11330.160
217,12519.007
218,12160.366
219,12599.526
220,11866.680
221,11227.627
222,11506.613
223,11695.847
224,11833.547
225,11591.566
226,11967.693
227,12153.727
228,11308.320
229,11245.580
230,10921.066
231,11395.673
232,11957.667
233,12023.740
234,12129.620
235,11599.900
236,11495.406
237,11939.486
238,11826.720
239,11714.207
240,12306.866
241,12961.020
242,12716.860
243,11842.200
244,11831.160
245,11976.733
246,12782.540
247,12951.760
248,13592.873
249,13725.493
250,12079.566
251,11418.840
252,10289.520
253,10911.900
254,11348.153
255,11920.787
256,12635.547
257,12949.366
258,12820.767
259,11499.406
260,11884.153
261,10685.014
262,11095.073
263,11674.480
264,11927.467
265,12426.380
266,12156.993
267,13339.300
268,13004.880
269,12808.320
270,12663.733
271,12810.526
272,11985.207
273,12597.293
274,12564.220
275,12815.307
276,12533.087
277,12293.073
278,12102.906
279,12302.287
280,12061.727
281,12537.180
282,12711.113
283,11934.387
284,11526.934
285,12144.847
286,13836.854
287,12814.300
288,11785.687
289,11460.753
290,11473.167
291,11479.740
292,11011.587
293,11233.440
294,11593.100
295,11801.540
296,11812.320
297,12330.446
298,11477.854
299,11746.087
300,11157.960
301,10619.993
302,11458.960
303,12188.760
304,12654.127
305,12685.580
306,12110.920
307,10907.960
308,10912.854
309,11713.773
310,11592.640
311,13524.400
312,13282.900
313,12846.200
314,12134.934
315,11612.333
316,11842.340
317,12805.820
318,13717.113
319,12451.693
320,10929.940
321,11738.967
322,13258.560
323,14080.580
324,13973.060
325,12448.213
326,11939.000
327,12223.913
328,12479.753
329,12690.434
330,12039.493
331,12194.293
332,11491.740
333,12040.320
334,12897.366
335,12974.967
336,12353.533
337,12094.913
338,12401.446
339,11732.974
340,12391.434
341,12111.854
342,12335.066
343,12233.827
344,11821.120
345,11224.547
346,10714.453
347,11412.453
348,12180.073
349,12714.394
350,12592.434
351,13041.066
352,12516.740
353,11729.073
354,11321.854
355,12562.146
356,12280.840
357,12296.700
358,11917.060
359,11643.547
360,12054.327
361,13065.434
362,12851.127
363,11770.554
364,11718.613
365,11520.280
366,12153.880
367,12958.033
368,12420.440
369,12476.807
370,13642.673
371,13469.333
372,13321.180
373,12043.040
374,11219.906
375,10312.573
376,12316.946
377,14149.554
378,15627.627
379,12606.220
380,12017.434
381,11800.993
382,11875.920
383,12277.787
384,11508.066
385,12225.120
386,11758.127
387,12465.014
388,12492.140
389,11652.000
390,12002.753
391,11695.113
392,12269.387
393,11800.753
394,12069.366
395,12190.986
396,13056.507
397,12826.813
398,12465.434
399,12044.540
400,10930.640
401,11223.613
402,10800.173
403,11874.394
404,12519.300
405,12737.193
406,12280.140
407,12008.014
408,11759.767
409,11702.394
410,12516.193
411,12744.587
412,12741.880
413,12961.080
414,13804.440
415,12604.953
416,12617.813
417,11072.106
418,11454.400
419,12088.827
420,13390.900
421,13975.986
422,12725.434
423,12745.620
424,12005.240
425,12253.066
426,11500.913
427,11455.160
428,11947.227
429,12895.554
430,12464.920
431,12330.120
432,11424.800
