[micron],Mean
0,1657.223
1,1652.387
2,1637.069
3,1666.712
4,1709.270
5,1683.015
6,1669.875
7,1747.220
8,1709.437
9,1642.824
10,1685.535
11,1671.077
12,1727.697
13,1637.885
14,1661.699
15,1624.899
16,1645.607
17,1652.611
18,1656.689
19,1714.947
20,1717.472
21,1658.922
22,1621.102
23,1684.066
24,1741.022
25,1800.220
26,1714.266
27,1708.542
28,1701.148
29,1756.002
30,1718.564
31,1745.274
32,1715.078
33,1630.605
34,1615.861
35,1568.457
36,1636.750
37,1692.891
38,1671.860
39,1677.079
40,1733.042
41,1660.152
42,1688.131
43,1695.176
44,1731.745
45,1662.236
46,1616.182
47,1598.653
48,1563.472
49,1534.588
50,1575.165
51,1631.916
52,1592.391
53,1722.187
54,1572.807
55,1621.345
56,1590.300
57,1667.009
58,1701.029
59,1738.118
60,1730.126
61,1761.501
62,1714.152
63,1665.129
64,1621.811
65,1628.325
66,1631.086
67,1670.562
68,1618.462
69,1597.756
70,1690.474
71,1782.603
72,1764.894
73,1725.310
74,1691.980
75,1660.634
76,1701.472
77,1659.565
78,1624.485
79,1665.959
80,1631.404
81,1711.237
82,1714.504
83,1724.353
84,1729.075
85,1648.310
86,1714.475
87,1688.160
88,1688.810
89,1669.662
90,1644.047
91,1629.951
92,1656.465
93,1666.478
94,1654.628
95,1711.613
96,1707.599
97,1690.866
98,1650.135
99,1594.339
100,1579.901
101,1627.445
102,1616.707
103,1632.069
104,1668.719
105,1698.965
106,1644.855
107,1645.690
108,1557.461
109,1677.925
110,1581.836
111,1642.779
112,1669.360
113,1728.953
114,1684.920
115,1688.292
116,1664.880
117,1694.555
118,1728.409
119,1683.841
120,1668.688
121,1641.074
122,1634.859
123,1613.210
124,1627.870
125,1615.602
126,1639.812
127,1595.723
128,1573.757
129,1489.087
130,1608.889
131,1543.976
132,1583.984
133,1567.231
134,1589.186
135,1631.944
136,1574.617
137,1676.951
138,1646.946
139,1645.831
140,1623.471
141,1667.417
142,1703.933
143,1561.935
144,1574.121
145,1569.503
146,1655.491
147,1681.903
148,1689.714
149,1722.333
150,1706.915
151,1721.653
152,1642.288
153,1652.218
154,1683.110
155,1713.997
156,1741.566
157,1654.370
158,1737.792
159,1699.455
160,1729.150
161,1639.585
162,1672.881
163,1687.872
164,1722.379
165,1739.859
166,1725.927
167,1729.806
168,1676.252
169,1691.211
170,1621.221
171,1696.143
172,1707.918
173,1663.264
174,1706.134
175,1648.395
176,1700.999
177,1608.517
178,1654.620
179,1734.458
180,1705.023
181,1785.103
182,1639.491
183,1681.198
184,1578.890
185,1705.806
186,1647.587
187,1734.325
188,1656.576
189,1663.446
190,1721.698
191,1667.014
192,1740.946
193,1798.251
194,1852.843
195,1714.929
196,1666.909
197,1717.547
198,1700.001
199,1745.177
200,1651.240
201,1638.641
202,1653.863
203,1705.287
204,1712.811
205,1728.168
206,1736.630
207,1711.736
208,1788.303
209,1773.860
210,1762.060
211,1681.867
212,1750.471
213,1625.487
214,1669.839
215,1688.173
216,1744.033
217,1716.052
218,1711.426
219,1642.880
220,1597.025
221,1617.240
222,1607.378
223,1618.160
224,1713.546
225,1735.532
226,1806.434
227,1794.405
228,1751.109
229,1735.209
230,1704.438
231,1648.965
232,1573.188
233,1641.691
234,1619.497
235,1656.213
236,1661.408
237,1702.605
238,1663.554
239,1650.288
240,1668.283
241,1656.346
242,1754.679
243,1668.924
244,1677.412
245,1692.342
246,1752.047
247,1789.257
248,1744.621
249,1775.689
250,1698.774
251,1758.804
252,1724.136
253,1679.951
254,1714.223
255,1721.567
256,1752.292
257,1663.992
258,1713.890
259,1704.367
260,1764.146
261,1712.146
262,1697.160
263,1668.581
264,1717.588
265,1762.039
266,1710.678
267,1688.019
268,1628.124
269,1715.268
270,1678.528
271,1763.483
272,1663.639
273,1648.473
