[micron],Mean
0,3500.556
1,3506.675
2,3576.742
3,3639.640
4,3650.884
5,3575.390
6,3542.021
7,3580.438
8,3604.860
9,3555.011
10,3580.964
11,3542.429
12,3528.450
13,3511.981
14,3535.813
15,3550.692
16,3565.889
17,3568.910
18,3518.624
19,3530.440
20,3478.018
21,3503.753
22,3539.697
23,3539.719
24,3528.835
25,3564.953
26,3507.969
27,3513.635
28,3491.630
29,3474.881
30,3463.179
31,3479.607
32,3507.902
33,3443.507
34,3501.066
35,3499.116
36,3560.655
37,3641.730
38,3678.923
39,3667.858
40,3693.049
41,3607.564
42,3605.696
43,3581.104
44,3606.365
45,3580.262
46,3619.443
47,3586.583
48,3602.606
49,3588.803
50,3621.949
51,3604.562
52,3600.416
53,3577.994
54,3500.887
55,3499.829
56,3487.483
57,3541.398
58,3623.145
59,3653.400
60,3661.220
61,3728.519
62,3709.360
63,3689.404
64,3654.747
65,3672.867
66,3698.491
67,3731.331
68,3713.069
69,3658.447
70,3591.487
71,3531.415
72,3549.921
73,3560.853
74,3612.230
75,3576.845
76,3641.344
77,3582.737
78,3593.208
79,3621.463
80,3586.442
81,3549.890
82,3511.519
83,3532.519
84,3606.274
85,3671.080
86,3738.900
87,3706.777
88,3687.185
89,3637.042
90,3621.745
91,3566.254
92,3590.626
93,3594.252
94,3579.675
95,3553.362
96,3539.563
97,3631.951
98,3658.604
99,3654.464
100,3660.813
101,3629.872
102,3642.978
103,3655.654
104,3670.274
105,3588.053
106,3529.402
107,3506.878
108,3453.562
109,3525.964
110,3486.960
111,3474.199
112,3469.002
113,3482.883
114,3497.109
115,3490.962
116,3493.328
117,3486.354
118,3531.044
119,3566.571
120,3560.606
121,3609.941
122,3542.721
123,3487.913
124,3418.709
125,3361.851
126,3405.882
127,3470.911
128,3456.078
129,3448.905
130,3506.020
131,3558.828
132,3582.079
133,3571.533
134,3548.451
135,3535.838
136,3616.289
137,3667.127
138,3714.722
139,3673.102
140,3661.513
141,3637.896
142,3640.034
143,3607.435
144,3548.238
145,3624.744
146,3635.224
147,3681.498
148,3676.974
149,3691.544
150,3663.011
151,3731.068
152,3702.219
153,3667.678
154,3632.046
155,3610.669
156,3545.295
157,3514.550
158,3527.551
159,3555.874
160,3576.696
161,3566.303
162,3551.158
163,3569.938
164,3617.954
165,3612.142
166,3544.855
167,3504.650
168,3485.622
169,3510.423
170,3466.736
171,3506.484
172,3519.547
173,3539.207
174,3536.650
175,3506.882
176,3456.505
177,3407.633
178,3477.501
179,3448.885
180,3414.336
181,3459.153
182,3438.059
183,3487.789
184,3554.063
185,3603.941
186,3603.759
187,3576.668
188,3603.780
189,3560.768
190,3609.366
191,3586.146
192,3594.175
193,3532.833
194,3572.126
195,3528.532
196,3609.903
197,3528.266
198,3530.552
199,3536.706
200,3603.575
201,3582.268
202,3593.117
203,3574.879
204,3491.418
205,3506.270
206,3573.990
207,3625.292
208,3693.708
209,3646.213
210,3613.130
211,3622.889
212,3538.497
213,3479.688
214,3450.824
215,3473.581
216,3511.066
217,3580.694
218,3635.468
219,3581.799
220,3548.358
221,3549.704
222,3526.444
223,3583.780
224,3649.869
225,3651.700
226,3671.862
227,3684.285
228,3636.837
229,3599.530
