[micron],Mean
0,1434.113
1,1442.709
2,1442.882
3,1441.472
4,1442.006
5,1439.836
6,1427.944
7,1434.019
8,1436.994
9,1430.238
10,1438.286
11,1440.633
12,1436.155
13,1448.119
14,1446.764
15,1448.264
16,1456.195
17,1454.004
18,1457.126
19,1460.427
20,1457.316
21,1463.307
22,1466.194
23,1466.942
24,1470.589
25,1478.326
26,1479.106
27,1482.489
28,1494.711
29,1496.474
30,1495.627
31,1506.998
32,1508.462
33,1505.782
34,1516.009
35,1513.883
36,1508.868
37,1516.868
38,1513.933
39,1506.127
40,1509.654
41,1506.912
42,1497.253
43,1498.289
44,1496.580
45,1484.005
46,1486.899
47,1487.852
48,1482.539
49,1487.628
50,1488.080
51,1485.415
52,1493.072
53,1487.765
54,1489.103
55,1495.468
56,1483.811
57,1481.900
58,1486.447
59,1472.166
60,1469.139
61,1470.431
62,1459.251
63,1456.410
64,1461.421
65,1460.317
66,1458.558
67,1463.960
68,1465.886
69,1467.365
70,1480.192
71,1482.292
72,1487.205
73,1499.121
74,1495.679
75,1499.408
76,1510.335
77,1506.773
78,1510.332
79,1516.034
80,1519.320
81,1519.587
82,1521.295
83,1530.857
84,1532.148
85,1534.960
86,1553.149
87,1554.810
88,1558.074
89,1571.612
90,1573.939
91,1581.015
92,1585.459
93,1583.794
94,1587.309
95,1580.607
96,1577.697
97,1582.099
98,1573.806
99,1566.286
100,1569.515
101,1560.642
102,1553.437
103,1556.894
104,1550.251
105,1545.953
106,1550.194
107,1548.886
108,1545.412
109,1552.139
110,1551.303
111,1550.637
112,1557.054
113,1556.275
114,1556.152
115,1560.417
116,1557.977
117,1557.601
118,1561.935
119,1558.000
120,1554.298
121,1562.690
122,1558.505
123,1554.292
124,1566.758
125,1560.846
126,1556.296
127,1567.498
128,1567.126
129,1565.846
130,1575.285
131,1577.651
132,1577.633
133,1581.674
134,1585.752
135,1584.554
136,1589.740
137,1591.049
138,1589.202
139,1598.185
140,1601.381
141,1600.995
142,1611.525
143,1612.672
144,1613.629
145,1626.101
146,1631.882
147,1637.295
148,1645.101
149,1644.733
150,1647.584
151,1651.228
152,1643.525
153,1648.578
154,1648.344
155,1636.427
156,1634.865
157,1633.396
158,1620.189
159,1619.029
160,1621.314
161,1610.853
162,1608.659
163,1610.546
164,1599.479
165,1599.087
166,1601.834
167,1592.844
168,1592.848
169,1597.555
170,1588.899
171,1591.503
172,1596.265
173,1585.850
174,1590.261
175,1595.036
176,1585.116
177,1592.028
178,1600.203
179,1595.264
180,1605.436
181,1615.547
182,1620.269
183,1632.025
184,1647.271
185,1663.632
186,1675.592
187,1692.159
188,1711.346
189,1716.485
190,1725.253
191,1738.255
192,1736.028
193,1733.701
194,1737.674
195,1724.531
196,1713.143
197,1698.707
198,1682.865
199,1666.410
200,1644.700
201,1629.360
202,1620.736
203,1600.798
204,1590.768
205,1591.814
206,1581.958
207,1577.527
208,1585.506
209,1578.941
210,1580.516
211,1588.413
212,1588.674
213,1592.725
214,1602.215
215,1601.134
216,1608.351
217,1613.173
218,1613.410
219,1619.100
220,1624.444
221,1623.760
222,1629.452
223,1630.811
224,1629.083
225,1628.651
226,1632.332
227,1629.782
228,1627.486
229,1626.600
230,1624.408
231,1621.742
232,1620.799
233,1621.208
234,1620.287
235,1622.821
236,1624.237
237,1626.564
238,1635.054
239,1637.450
240,1640.274
241,1653.101
242,1653.300
243,1655.545
244,1669.670
245,1665.400
246,1665.413
247,1674.553
248,1666.337
249,1664.858
250,1669.396
251,1664.420
252,1666.598
253,1663.674
254,1652.544
255,1655.642
256,1651.809
257,1646.678
258,1649.963
259,1647.818
260,1646.436
261,1653.193
262,1655.689
263,1657.653
264,1665.969
265,1669.765
266,1670.575
267,1680.425
268,1681.888
269,1682.359
270,1690.138
271,1692.545
272,1687.426
273,1689.885
274,1691.042
275,1687.205
276,1686.632
277,1690.286
278,1692.142
279,1690.083
280,1692.755
281,1696.689
282,1691.730
283,1692.362
284,1698.091
285,1693.908
286,1692.657
287,1693.896
288,1688.321
289,1684.911
290,1681.807
291,1677.568
292,1675.342
293,1669.047
294,1668.031
295,1668.332
296,1669.078
297,1669.435
298,1672.369
299,1676.412
300,1678.786
301,1685.624
302,1690.619
303,1691.550
304,1702.664
305,1706.374
306,1708.348
307,1728.555
308,1732.791
309,1737.662
310,1759.999
311,1767.832
312,1775.424
313,1798.533
314,1814.123
315,1819.398
316,1830.605
317,1842.137
318,1845.507
319,1847.509
320,1857.138
321,1858.231
322,1847.955
323,1847.895
324,1845.564
325,1833.322
326,1823.853
327,1823.244
328,1814.538
329,1801.443
330,1804.398
331,1800.002
332,1789.381
333,1791.408
334,1789.721
335,1780.009
336,1776.774
337,1775.730
338,1773.065
339,1767.220
340,1767.295
341,1769.727
342,1760.305
343,1761.179
344,1766.204
345,1756.130
346,1755.715
347,1761.317
348,1755.942
349,1757.189
350,1765.186
351,1766.447
352,1775.260
353,1780.824
354,1788.869
355,1802.228
356,1804.488
357,1813.865
358,1826.950
359,1825.652
360,1831.605
361,1842.776
362,1838.775
363,1839.753
364,1845.781
365,1841.328
366,1838.798
367,1841.552
368,1839.078
369,1832.749
370,1834.174
371,1835.883
372,1828.912
373,1831.371
374,1828.447
375,1828.685
376,1832.720
377,1828.656
378,1828.695
379,1834.990
380,1828.955
381,1828.892
382,1831.565
383,1818.706
384,1814.721
385,1815.964
386,1800.979
387,1799.135
388,1801.977
389,1791.297
390,1790.842
391,1794.994
392,1788.100
393,1790.605
394,1798.213
395,1794.145
396,1793.636
397,1802.690
398,1797.002
399,1791.499
400,1800.344
401,1792.905
402,1786.353
403,1792.764
404,1790.059
405,1780.310
406,1785.636
407,1782.606
408,1774.671
409,1781.647
410,1778.367
411,1772.475
412,1781.085
413,1781.924
414,1778.813
415,1788.990
416,1788.535
417,1788.830
418,1798.881
419,1801.014
420,1806.206
421,1816.691
422,1824.619
423,1830.312
424,1837.646
425,1846.011
426,1849.821
427,1859.849
428,1866.510
429,1865.003
430,1878.074
431,1887.157
432,1882.843
433,1900.248
434,1911.634
435,1908.623
436,1926.954
437,1942.151
438,1945.219
439,1961.101
440,1973.672
441,1979.428
442,1988.689
443,1999.245
444,2002.667
445,2006.787
446,2007.453
447,2007.539
448,2006.635
449,1999.017
450,1991.765
451,1987.707
452,1978.895
453,1969.791
454,1968.066
455,1957.920
456,1950.902
457,1945.965
458,1937.654
459,1936.273
460,1925.395
461,1917.026
462,1917.303
463,1904.580
464,1894.175
465,1893.243
466,1881.630
467,1871.550
468,1867.934
469,1864.376
470,1860.837
471,1859.021
472,1868.401
473,1867.966
474,1870.627
475,1885.723
476,1885.004
477,1894.549
478,1910.803
479,1917.085
480,1926.151
481,1937.195
482,1940.954
483,1946.461
484,1955.542
485,1953.119
486,1949.870
487,1952.542
488,1947.496
489,1935.283
490,1939.225
491,1931.146
492,1918.278
493,1919.755
494,1913.126
495,1904.162
496,1906.930
497,1903.228
498,1898.774
499,1900.379
500,1896.700
501,1894.886
502,1895.267
503,1891.961
504,1894.693
505,1893.198
506,1889.386
507,1886.799
508,1884.873
509,1883.118
510,1876.641
511,1870.208
512,1867.884
513,1858.623
514,1852.712
515,1852.895
516,1841.719
517,1841.608
518,1836.695
519,1828.392
520,1833.541
521,1824.406
522,1815.257
523,1823.402
524,1812.270
525,1804.950
526,1812.152
527,1801.353
528,1795.235
529,1801.603
530,1795.346
531,1794.838
532,1802.013
533,1805.447
534,1807.537
535,1820.108
536,1828.233
537,1836.945
538,1852.190
539,1859.855
540,1867.736
541,1886.867
542,1895.915
543,1904.736
544,1921.494
545,1921.802
546,1928.343
547,1943.895
548,1940.494
549,1945.841
550,1956.708
551,1949.265
552,1947.026
553,1954.448
554,1946.714
555,1937.868
556,1943.396
557,1926.880
558,1915.806
559,1921.042
560,1905.479
561,1896.931
562,1901.954
563,1885.870
564,1884.540
565,1890.760
566,1874.459
567,1876.609
568,1881.905
569,1872.979
570,1878.175
571,1880.883
572,1870.883
573,1870.681
574,1872.649
575,1864.587
576,1863.769
577,1860.401
578,1853.368
579,1849.361
580,1849.816
581,1851.365
582,1852.036
583,1854.583
584,1858.878
585,1862.576
586,1869.240
587,1879.833
588,1887.127
589,1894.963
590,1905.293
591,1911.128
592,1922.100
593,1930.514
594,1935.520
595,1945.043
596,1948.461
597,1947.930
598,1954.737
599,1951.280
600,1947.862
601,1953.711
602,1940.494
603,1938.005
604,1942.338
605,1928.865
606,1929.061
607,1934.517
608,1918.727
609,1916.736
610,1922.715
611,1909.534
612,1909.798
613,1916.674
614,1907.926
615,1906.319
616,1911.055
617,1907.701
618,1905.439
619,1911.292
620,1912.069
621,1905.421
622,1907.909
623,1910.359
624,1902.379
625,1903.717
626,1901.935
627,1894.265
628,1895.752
629,1888.141
630,1882.430
631,1883.643
632,1874.089
633,1872.447
634,1878.073
635,1880.220
636,1883.710
637,1892.692
638,1900.279
639,1906.859
640,1920.767
641,1938.412
642,1944.209
643,1957.529
644,1976.003
645,1980.954
646,1991.984
647,2000.922
648,2001.304
649,2010.252
650,2012.248
651,2014.281
652,2022.858
653,2026.172
654,2026.203
655,2040.376
656,2042.875
657,2044.578
658,2055.418
659,2061.590
660,2063.508
661,2072.980
662,2074.696
663,2072.985
664,2076.083
665,2070.685
666,2070.480
667,2066.806
668,2050.402
669,2050.965
670,2046.069
671,2031.418
672,2032.986
673,2028.181
674,2007.579
675,2006.672
676,2004.047
677,1989.327
678,1990.353
679,1989.275
680,1977.549
681,1978.025
682,1983.630
683,1974.598
684,1974.516
685,1982.535
686,1974.855
687,1973.319
688,1982.767
689,1976.869
690,1971.144
691,1978.542
692,1973.671
693,1966.474
694,1969.225
695,1965.425
696,1959.288
697,1959.579
698,1958.593
699,1955.097
700,1953.179
701,1955.930
702,1956.563
703,1957.953
704,1963.408
705,1968.871
706,1972.629
707,1976.336
708,1985.159
709,1989.201
710,1984.630
711,1987.472
712,1991.874
713,1981.191
714,1982.686
715,1985.793
716,1971.236
717,1967.127
718,1971.263
719,1956.921
720,1958.909
721,1963.895
722,1955.640
723,1961.150
724,1969.499
725,1969.943
726,1981.934
727,1994.604
728,2004.559
729,2017.742
730,2032.212
731,2041.244
732,2055.197
733,2069.448
734,2070.246
735,2073.800
736,2083.964
737,2074.199
738,2074.639
739,2079.343
740,2058.397
741,2056.093
742,2057.251
743,2039.872
744,2036.821
745,2032.858
746,2016.961
747,2012.548
748,2011.526
749,2001.775
750,1996.390
751,1996.049
752,1985.811
753,1975.481
754,1982.451
755,1978.774
756,1969.947
757,1975.307
758,1965.883
759,1957.516
760,1965.015
761,1959.556
762,1953.244
763,1954.707
764,1954.663
765,1951.885
766,1952.738
767,1955.307
768,1956.927
769,1957.832
770,1969.170
771,1974.976
772,1980.099
773,1992.678
774,1998.016
775,2005.371
776,2016.390
777,2021.837
778,2031.238
779,2036.898
780,2036.526
781,2045.231
