[micron],Mean
0,1917.983
1,1922.905
2,1927.686
3,1931.576
4,1928.131
5,1931.648
6,1925.779
7,1924.691
8,1933.597
9,1933.629
10,1929.474
11,1939.628
12,1939.414
13,1938.937
14,1953.268
15,1960.167
16,1960.797
17,1971.634
18,1980.963
19,1981.749
20,1987.072
21,1989.340
22,1990.941
23,1988.732
24,1985.314
25,1987.194
26,1982.651
27,1977.005
28,1977.420
29,1974.222
30,1967.031
31,1965.195
32,1966.137
33,1961.810
34,1962.205
35,1966.022
36,1965.289
37,1965.329
38,1971.525
39,1972.947
40,1976.094
41,1981.619
42,1980.245
43,1980.222
44,1981.531
45,1974.179
46,1972.700
47,1970.377
48,1960.280
49,1957.168
50,1957.177
51,1947.955
52,1947.364
53,1950.941
54,1949.355
55,1951.981
56,1960.788
57,1963.283
58,1969.751
59,1975.946
60,1980.552
61,1987.355
62,1992.264
63,1994.323
64,1998.369
65,1998.496
66,1999.078
67,2000.515
68,2001.487
69,1999.243
70,1998.422
71,2000.041
72,1995.650
73,1992.247
74,1996.620
75,1992.642
76,1989.234
77,1994.596
78,1990.592
79,1986.911
80,1992.331
81,1992.399
82,1988.955
83,1996.871
84,2000.598
85,2000.871
86,2011.681
87,2018.127
88,2019.771
89,2033.364
90,2039.057
91,2041.927
92,2053.821
93,2052.051
94,2052.329
95,2059.680
96,2054.734
97,2053.236
98,2053.173
99,2044.328
100,2040.853
101,2034.868
102,2026.720
103,2021.831
104,2017.290
105,2013.670
106,2009.606
107,2006.095
108,2000.691
109,1997.438
110,1998.544
111,1994.042
112,1992.640
113,1992.654
114,1985.857
115,1988.620
116,1988.768
117,1982.752
118,1989.118
119,1988.618
120,1984.156
121,1989.611
122,1989.007
123,1988.904
124,1992.905
125,1995.645
126,2001.056
127,2001.810
128,2004.718
129,2010.843
130,2011.052
131,2018.244
132,2021.566
133,2022.859
134,2026.338
135,2026.935
136,2029.992
137,2037.580
138,2036.549
139,2038.242
140,2045.260
141,2045.759
142,2046.327
143,2059.331
144,2062.237
145,2060.346
146,2070.637
147,2074.539
148,2072.686
149,2079.761
150,2082.200
151,2083.616
152,2086.828
153,2090.264
154,2091.448
155,2089.106
156,2088.357
157,2092.655
158,2090.742
159,2090.366
160,2086.462
161,2081.476
162,2079.718
163,2074.841
164,2070.298
165,2067.836
166,2059.271
167,2054.266
168,2049.309
169,2043.860
170,2039.756
171,2035.253
172,2032.474
173,2027.565
174,2023.565
175,2023.904
176,2022.782
177,2023.362
178,2027.239
179,2033.616
180,2042.097
181,2048.027
182,2058.176
183,2073.156
184,2081.564
185,2091.653
186,2106.330
187,2110.044
188,2115.585
189,2126.415
190,2125.622
191,2125.134
192,2126.214
193,2117.633
194,2110.862
195,2099.735
196,2087.059
197,2079.409
198,2067.072
199,2057.050
200,2051.184
201,2041.792
202,2035.574
203,2032.515
204,2029.881
205,2032.222
206,2034.533
207,2037.290
208,2044.945
209,2050.432
210,2055.885
211,2065.223
212,2072.572
213,2079.365
214,2085.940
215,2090.154
216,2095.805
217,2099.660
218,2103.596
219,2108.401
220,2106.779
221,2104.795
222,2111.157
223,2108.300
224,2108.335
225,2114.469
226,2109.966
227,2110.541
228,2115.514
229,2111.357
230,2115.518
231,2121.592
232,2119.026
233,2124.384
234,2126.648
235,2123.545
236,2128.382
237,2130.794
238,2130.429
239,2131.529
240,2130.736
241,2128.205
242,2128.500
243,2124.075
244,2121.400
245,2123.408
246,2120.116
247,2118.756
248,2119.953
249,2115.196
250,2114.926
251,2119.136
252,2118.744
253,2116.542
254,2120.022
255,2120.276
256,2118.758
257,2124.213
258,2128.141
259,2127.066
260,2137.443
261,2139.943
262,2138.254
263,2152.187
264,2154.510
265,2153.847
266,2168.845
267,2173.299
268,2169.009
269,2178.622
270,2179.916
271,2174.113
272,2182.988
273,2189.360
274,2182.398
275,2188.658
276,2195.232
277,2188.246
278,2195.342
279,2202.462
280,2197.152
281,2203.916
282,2206.055
283,2199.093
284,2203.635
285,2198.687
286,2190.557
287,2194.945
288,2187.678
289,2179.330
290,2182.565
291,2176.949
292,2171.997
293,2177.137
294,2180.767
295,2177.280
296,2182.360
297,2193.585
298,2190.312
299,2199.908
300,2215.324
301,2213.958
302,2222.291
303,2231.839
304,2233.809
305,2238.823
306,2242.072
307,2246.180
308,2248.820
309,2247.558
310,2252.595
311,2253.453
312,2249.312
313,2251.490
314,2252.858
315,2251.156
316,2251.351
317,2257.493
318,2257.891
319,2256.884
320,2267.461
321,2270.290
322,2267.998
323,2277.523
324,2275.758
325,2270.559
326,2278.535
327,2277.319
328,2269.901
329,2273.978
330,2267.904
331,2258.957
332,2261.397
333,2261.249
334,2257.127
335,2262.685
336,2266.653
337,2263.815
338,2269.855
339,2280.790
340,2280.339
341,2283.716
342,2292.253
343,2288.413
344,2292.732
345,2293.930
346,2286.844
347,2286.941
348,2278.424
349,2271.060
350,2270.496
351,2254.337
352,2250.823
353,2247.237
354,2227.915
355,2227.406
356,2224.010
357,2215.880
358,2216.655
359,2207.499
360,2205.386
361,2206.700
362,2198.501
363,2204.259
364,2202.501
365,2198.529
366,2208.829
367,2205.410
368,2204.446
369,2212.600
370,2209.139
371,2214.301
372,2219.951
373,2221.267
374,2229.166
375,2229.464
376,2233.232
377,2236.659
378,2233.878
379,2236.923
380,2239.478
381,2232.240
382,2234.482
383,2240.832
384,2233.404
385,2234.987
386,2242.089
387,2240.662
388,2242.736
389,2253.191
390,2257.329
391,2260.428
392,2272.435
393,2280.660
394,2286.135
395,2296.794
396,2306.255
397,2312.300
398,2322.966
399,2326.202
400,2332.859
401,2344.365
402,2347.141
403,2355.173
404,2364.320
405,2359.209
406,2364.644
407,2370.280
408,2366.339
409,2366.970
410,2369.287
411,2358.583
412,2356.542
413,2352.305
414,2341.875
415,2336.899
416,2332.312
417,2319.217
418,2317.677
419,2318.081
420,2312.412
421,2315.550
422,2318.234
423,2319.612
424,2328.215
425,2335.638
426,2341.476
427,2350.417
428,2358.417
429,2363.419
430,2372.096
431,2378.755
432,2378.863
433,2380.281
434,2385.441
435,2383.158
436,2380.264
437,2383.962
438,2381.931
439,2374.535
440,2378.987
441,2375.840
442,2369.162
443,2373.211
444,2370.628
445,2360.615
446,2364.761
447,2359.926
448,2350.347
449,2348.337
450,2346.640
451,2336.066
452,2332.698
453,2332.029
454,2324.094
455,2325.641
456,2332.690
457,2328.234
458,2334.415
459,2341.060
460,2339.503
461,2351.549
462,2359.543
463,2360.630
464,2378.500
465,2381.202
466,2383.536
467,2396.444
468,2397.578
469,2402.877
470,2409.127
471,2408.846
472,2415.505
473,2422.287
474,2427.306
475,2433.632
476,2441.038
477,2445.423
478,2445.671
479,2452.196
480,2455.672
481,2450.813
482,2456.261
483,2458.269
484,2450.387
485,2451.869
486,2451.388
487,2445.005
488,2441.141
489,2439.752
490,2430.760
491,2430.368
492,2427.187
493,2420.030
494,2425.825
495,2426.712
496,2422.266
497,2436.897
498,2440.104
499,2435.927
500,2451.320
501,2455.024
502,2448.708
503,2461.447
504,2463.806
505,2455.502
506,2464.013
507,2464.296
508,2455.245
509,2462.222
510,2462.351
511,2455.281
512,2462.477
513,2466.057
514,2467.088
515,2474.657
516,2476.979
517,2480.135
518,2489.285
519,2491.758
520,2494.908
521,2501.791
522,2502.217
523,2501.921
524,2505.321
525,2504.837
526,2500.533
527,2503.253
528,2500.792
529,2493.295
530,2499.235
531,2494.701
532,2486.562
533,2493.615
534,2488.673
535,2483.403
