[micron],Mean
0,2198.673
1,2203.827
2,2195.494
3,2185.282
4,2187.621
5,2178.193
6,2164.234
7,2166.275
8,2152.940
9,2139.909
10,2149.694
11,2149.865
12,2142.573
13,2148.844
14,2142.539
15,2132.917
16,2138.578
17,2131.585
18,2124.062
19,2130.957
20,2122.832
21,2117.617
22,2125.692
23,2116.656
24,2110.590
25,2122.145
26,2116.027
27,2110.189
28,2120.769
29,2116.993
30,2109.337
31,2121.074
32,2121.786
33,2117.170
34,2131.216
35,2134.230
36,2129.403
37,2144.498
38,2148.343
39,2145.433
40,2159.495
41,2162.960
42,2159.454
43,2171.473
44,2173.974
45,2168.217
46,2175.522
47,2175.396
48,2166.448
49,2172.940
50,2171.212
51,2163.177
52,2171.423
53,2169.281
54,2162.701
55,2173.173
56,2169.731
57,2165.824
58,2179.879
59,2180.166
60,2177.956
61,2193.435
62,2196.666
63,2193.928
64,2205.290
65,2206.365
66,2200.327
67,2206.288
68,2203.787
69,2197.211
70,2198.043
71,2192.602
72,2184.296
73,2186.702
74,2179.808
75,2175.270
76,2178.599
77,2175.622
78,2170.476
79,2176.102
80,2175.090
81,2170.161
82,2174.998
83,2178.983
84,2175.473
85,2178.491
86,2182.946
87,2181.827
88,2181.580
89,2185.306
90,2184.083
91,2181.325
92,2178.817
93,2178.919
94,2180.107
95,2176.366
96,2175.575
97,2180.866
98,2173.941
99,2169.065
100,2178.174
101,2172.186
102,2159.037
103,2168.849
104,2161.872
105,2146.593
106,2152.963
107,2148.069
108,2131.372
109,2135.217
110,2133.219
111,2118.442
112,2123.642
113,2125.292
114,2111.869
115,2118.922
116,2123.187
117,2114.837
118,2121.706
119,2121.509
120,2112.278
121,2121.537
122,2118.243
123,2112.270
124,2121.712
125,2115.465
126,2112.106
127,2122.706
128,2122.268
129,2123.644
130,2137.225
131,2140.477
132,2142.833
133,2154.501
134,2163.146
135,2166.073
136,2174.133
137,2184.056
138,2185.433
139,2193.219
140,2203.047
141,2201.672
142,2207.044
143,2211.793
144,2208.253
145,2211.400
146,2214.260
147,2207.809
148,2211.296
149,2216.224
150,2204.802
151,2206.917
152,2207.458
153,2195.558
154,2196.572
155,2195.810
156,2184.887
157,2179.970
158,2179.242
159,2166.453
160,2162.092
161,2159.973
162,2150.042
163,2147.549
164,2143.819
165,2138.700
166,2135.848
167,2135.827
168,2129.915
169,2129.870
170,2126.172
171,2121.104
172,2125.948
173,2120.393
174,2115.569
175,2121.306
176,2118.435
177,2112.175
178,2123.369
179,2120.473
180,2114.857
181,2128.980
182,2129.160
183,2129.272
184,2138.097
185,2145.169
186,2146.469
187,2152.682
188,2161.968
189,2161.412
190,2164.258
191,2171.412
192,2167.095
193,2167.348
194,2170.498
195,2161.380
196,2159.893
197,2164.330
198,2150.883
199,2156.710
200,2160.824
201,2151.831
202,2158.000
203,2166.336
204,2157.161
205,2164.628
206,2168.422
207,2158.510
208,2166.363
209,2164.969
210,2161.499
211,2169.837
212,2163.506
213,2161.411
214,2166.442
215,2160.607
216,2154.691
217,2161.827
218,2158.014
219,2153.579
220,2160.755
221,2164.789
222,2159.623
223,2165.032
224,2173.928
225,2163.102
226,2169.257
227,2176.402
228,2165.603
229,2169.943
230,2170.367
231,2160.749
232,2158.383
233,2158.531
234,2147.364
235,2148.165
236,2143.433
237,2136.629
238,2139.231
239,2137.800
240,2134.432
241,2138.925
242,2147.136
243,2144.454
244,2152.207
245,2162.314
246,2161.157
247,2173.007
248,2182.986
249,2184.114
250,2196.159
251,2205.188
252,2203.063
253,2215.199
254,2220.350
255,2215.910
256,2229.880
257,2233.680
258,2227.124
259,2235.771
260,2238.329
261,2227.525
262,2234.464
263,2234.576
264,2219.603
265,2227.592
266,2220.367
267,2208.620
268,2212.820
269,2206.814
270,2197.239
271,2202.370
272,2195.717
273,2186.103
274,2191.422
275,2184.471
276,2178.869
277,2183.364
278,2179.370
279,2167.533
280,2167.333
281,2162.739
282,2148.760
283,2150.928
284,2139.917
285,2126.627
286,2129.325
287,2123.355
288,2115.787
289,2121.342
290,2117.842
291,2115.518
292,2124.300
293,2122.948
294,2127.350
295,2137.225
296,2140.240
297,2146.556
298,2155.813
299,2160.476
300,2166.734
301,2177.494
302,2180.906
303,2184.832
304,2195.803
305,2198.584
306,2195.632
307,2208.086
308,2208.344
309,2200.068
310,2211.048
311,2209.896
312,2199.830
313,2206.450
314,2207.941
315,2196.991
316,2191.702
317,2185.276
318,2173.821
319,2172.156
320,2165.151
321,2160.832
322,2156.193
323,2155.135
324,2150.681
325,2150.693
326,2153.033
327,2151.034
328,2157.330
329,2158.254
330,2156.735
331,2163.879
332,2170.043
333,2167.296
334,2171.930
335,2178.357
336,2165.733
337,2169.698
338,2170.499
339,2164.248
