Frame,Mean
1,52267.684
2,52290.199
3,52307.934
4,52327.633
5,52326.359
6,52323.195
7,52316.238
8,52326.383
9,52337.715
10,52341.320
11,52351.496
12,52369.137
13,52369.312
14,52372.691
15,52385.309
16,52382.477
17,52377.734
18,52377.488
19,52373.492
20,52366.148
21,52355.117
22,52346.891
23,52338.379
24,52322.625
25,52315.172
26,52308.469
27,52296.703
28,52292.227
29,52283.574
30,52275.828
31,52273.102
32,52263.559
33,52260.309
34,52261.426
35,52259.871
36,52258.117
37,52261.219
38,52258.695
39,52253.574
40,52253.555
41,52250.641
42,52237.789
43,52230.316
44,52219.309
45,52199.484
46,52183.660
47,52170.297
48,52149.738
49,52135.863
50,52126.492
51,52115.555
52,52110.887
53,52113.512
54,52117.910
55,52125.691
56,52140.680
57,52155.988
58,52169.668
59,52188.703
60,52203.719
61,52214.109
62,52228.969
63,52239.148
64,52240.340
65,52245.953
66,52248.250
67,52247.520
68,52246.750
69,52250.750
70,52251.262
71,52249.746
72,52254.406
73,52257.414
74,52257.820
75,52265.117
76,52272.176
77,52276.812
78,52282.082
79,52291.953
80,52300.543
81,52300.312
82,52310.832
83,52315.410
84,52316.723
85,52333.930
86,52345.039
87,52357.617
88,52375.305
89,52386.750
90,52407.574
91,52427.785
92,52441.152
93,52463.199
94,52468.105
95,52473.367
96,52485.102
97,52481.027
98,52480.320
99,52479.730
100,52462.863
101,52451.863
102,52436.508
103,52413.453
104,52392.004
105,52372.438
106,52350.312
107,52324.449
108,52306.242
109,52287.801
110,52264.820
111,52252.551
112,52240.699
113,52225.020
114,52214.188
115,52206.930
116,52203.316
117,52197.254
118,52195.355
119,52203.180
120,52197.113
121,52199.699
122,52207.746
123,52207.105
124,52211.043
125,52221.219
126,52228.812
127,52234.395
128,52240.004
129,52247.789
130,52258.125
131,52267.855
132,52280.371
133,52295.070
134,52308.395
135,52316.059
136,52337.211
137,52357.352
138,52370.113
139,52392.449
140,52409.418
141,52424.359
142,52448.141
143,52465.160
144,52488.531
145,52502.938
146,52512.137
147,52528.715
148,52542.445
149,52551.730
150,52564.227
151,52573.582
152,52584.523
153,52596.504
154,52605.812
155,52613.219
156,52617.797
157,52620.055
158,52627.895
159,52634.133
160,52623.836
161,52610.645
162,52602.176
163,52578.906
164,52558.621
165,52540.250
166,52509.508
167,52480.227
168,52450.941
169,52420.438
170,52394.219
171,52364.805
172,52340.035
173,52323.578
174,52300.023
175,52288.270
176,52285.266
177,52278.316
178,52284.180
179,52298.598
180,52316.840
181,52345.883
182,52378.117
183,52415.234
184,52454.621
185,52497.527
186,52540.520
187,52583.598
188,52617.680
189,52652.965
190,52683.227
191,52704.172
192,52723.773
193,52734.094
194,52734.434
195,52734.754
196,52728.344
197,52716.785
198,52709.238
199,52693.137
200,52678.887
201,52661.641
202,52643.594
203,52633.820
204,52620.586
205,52607.180
206,52605.348
207,52592.820
208,52586.039
209,52588.379
210,52585.145
211,52582.160
212,52587.516
213,52589.281
214,52593.320
215,52596.973
216,52601.887
217,52608.770
218,52610.109
219,52618.441
220,52621.734
221,52615.320
222,52615.348
223,52620.895
224,52613.230
225,52613.297
226,52619.305
227,52609.766
228,52610.918
229,52615.062
230,52611.336
231,52610.168
232,52617.559
233,52621.781
234,52622.262
235,52625.832
236,52632.469
237,52638.648
238,52646.359
239,52662.070
240,52672.551
241,52682.906
242,52696.160
243,52712.285
244,52722.238
245,52736.855
246,52751.871
247,52760.047
248,52766.469
249,52773.082
250,52775.871
251,52780.344
252,52776.906
253,52779.938
254,52770.926
255,52759.887
256,52757.426
257,52752.992
258,52740.426
259,52742.031
260,52743.711
261,52738.789
262,52744.289
263,52753.375
264,52761.141
265,52763.574
266,52780.344
267,52797.180
268,52803.629
269,52814.066
270,52832.594
271,52834.773
272,52844.367
273,52868.215
274,52879.141
275,52884.590
276,52904.434
277,52918.555
278,52926.957
279,52937.648
280,52952.508
281,52957.895
282,52961.895
283,52968.711
284,52971.348
285,52961.504
286,52953.168
287,52944.453
288,52930.820
289,52914.480
290,52906.309
291,52896.715
292,52884.484
293,52883.480
294,52890.266
295,52894.043
296,52903.695
297,52920.676
298,52946.555
299,52964.723
300,52995.941
301,53034.676
302,53060.492
303,53088.504
304,53126.668
305,53156.082
306,53179.020
307,53207.484
308,53233.352
309,53244.977
310,53263.012
311,53280.324
312,53284.523
313,53288.953
314,53306.574
315,53310.539
316,53318.766
317,53326.250
318,53335.836
319,53341.309
320,53356.160
321,53372.141
322,53388.109
323,53398.285
324,53405.988
325,53412.867
326,53421.645
327,53428.820
328,53438.027
329,53433.594
330,53426.551
331,53417.598
332,53409.543
333,53400.449
334,53398.695
335,53399.188
336,53404.422
337,53400.387
338,53401.758
339,53411.207
340,53418.527
341,53426.980
342,53435.000
343,53443.820
344,53436.477
345,53435.176
346,53437.969
347,53426.059
348,53413.230
349,53407.750
350,53393.645
351,53378.078
352,53366.289
353,53358.047
354,53343.867
355,53334.195
356,53332.613
357,53329.547
358,53318.207
359,53313.590
360,53300.066
361,53291.168
362,53287.812
363,53276.609
364,53258.863
365,53241.480
366,53225.438
367,53209.312
368,53197.137
369,53186.094
370,53174.598
371,53172.617
372,53176.988
373,53185.605
374,53206.746
375,53229.629
376,53247.391
377,53270.996
378,53291.902
379,53308.340
380,53329.020
381,53346.996
382,53358.840
383,53358.594
384,53369.871
385,53370.094
386,53363.359
387,53371.160
388,53371.402
389,53362.453
390,53373.547
391,53382.938
392,53383.137
393,53402.793
394,53424.008
395,53443.547
396,53460.684
397,53488.000
398,53511.816
399,53533.102
400,53554.074
401,53583.055
402,53598.207
403,53609.395
404,53628.523
405,53641.590
406,53640.887
407,53650.461
408,53659.684
409,53667.098
410,53662.250
411,53662.977
412,53663.875
413,53659.652
414,53649.438
415,53647.980
416,53642.492
417,53626.750
418,53625.133
419,53628.543
420,53618.867
421,53614.410
422,53619.801
423,53613.992
424,53619.586
425,53631.188
426,53638.055
427,53651.094
428,53657.371
429,53665.059
430,53674.324
431,53680.477
432,53690.262
433,53687.133
434,53682.383
435,53680.043
436,53669.734
437,53658.082
438,53654.551
439,53641.695
440,53626.801
441,53618.750
442,53609.941
443,53598.289
444,53588.934
445,53586.164
446,53570.746
447,53563.938
448,53559.953
449,53552.004
450,53544.832
451,53545.000
452,53542.262
453,53537.766
454,53545.109
455,53553.953
456,53562.746
457,53579.238
458,53587.504
459,53595.855
460,53601.203
461,53609.340
462,53619.402
463,53626.828
464,53630.012
465,53646.770
466,53640.969
467,53644.957
468,53660.312
469,53657.289
470,53663.633
471,53679.770
472,53683.070
473,53697.254
474,53721.402
475,53739.234
476,53750.852
477,53769.355
478,53787.594
479,53794.820
480,53800.145
481,53812.945
482,53813.965
483,53815.125
484,53825.945
485,53830.180
486,53813.625
487,53811.871
488,53819.805
489,53804.074
490,53799.305
491,53805.965
492,53806.613
493,53804.883
494,53819.828
495,53851.527
496,53872.012
497,53890.703
498,53934.441
499,53959.938
500,53979.449
501,54009.449
502,54030.852
503,54029.492
504,54035.039
505,54041.316
506,54034.551
507,54004.230
508,53999.320
509,53985.859
510,53957.578
511,53954.840
512,53957.512
513,53944.297
514,53955.098
515,53975.832
516,53986.992
517,53998.574
518,54013.117
519,54026.941
520,54034.816
521,54045.605
522,54049.719
523,54033.781
524,54017.410
525,53997.773
526,53972.480
527,53949.035
528,53921.254
529,53895.383
530,53874.719
531,53857.691
532,53838.953
533,53838.730
534,53839.055
535,53839.477
536,53854.164
537,53877.793
538,53891.289
539,53907.234
540,53939.656
541,53961.355
542,53984.652
543,54014.738
544,54040.211
545,54046.977
546,54068.656
547,54090.074
548,54095.590
549,54110.336
550,54123.180
551,54128.027
552,54135.746
553,54144.828
554,54152.457
555,54157.590
556,54165.918
557,54179.207
558,54182.262
559,54195.324
560,54217.887
561,54218.867
562,54237.168
563,54265.617
564,54274.285
565,54299.125
566,54328.996
567,54357.176
568,54381.250
569,54403.926
570,54434.379
571,54458.953
572,54473.055
573,54499.332
574,54507.539
575,54495.582
576,54515.871
577,54522.965
578,54513.062
579,54517.945
580,54520.195
581,54507.281
582,54501.359
583,54507.852
584,54502.512
585,54502.703
586,54508.898
587,54510.719
588,54498.852
589,54491.184
590,54488.027
591,54473.348
592,54458.035
593,54449.516
594,54429.512
595,54400.539
596,54382.367
597,54365.129
598,54341.992
599,54327.988
600,54317.512
601,54303.691
602,54292.801
603,54297.922
604,54296.344
605,54299.617
606,54315.566
607,54322.117
608,54333.426
609,54343.105
610,54350.215
611,54357.695
612,54370.852
613,54378.188
614,54389.629
615,54389.281
616,54394.211
617,54405.348
618,54411.836
619,54422.445
620,54439.348
621,54453.348
622,54466.148
623,54481.688
624,54494.996
625,54504.934
626,54519.855
627,54523.941
628,54525.348
629,54516.734
630,54499.453
631,54491.262
632,54477.012
633,54460.723
634,54454.762
635,54452.977
636,54453.633
637,54468.074
638,54489.992
639,54517.406
640,54543.152
641,54581.449
642,54621.996
643,54656.566
644,54691.559
645,54719.918
646,54741.895
647,54761.000
648,54782.039
649,54799.555
650,54795.543
651,54792.906
652,54798.562
653,54786.531
654,54782.762
655,54790.730
656,54780.625
657,54776.945
658,54774.516
659,54775.566
660,54786.129
661,54787.281
662,54805.262
663,54826.234
664,54828.203
665,54853.125
666,54879.125
667,54888.930
668,54913.945
669,54935.043
670,54941.824
671,54967.512
672,54980.020
673,54992.562
674,54985.793
675,54958.414
676,54941.199
677,54914.062
678,54875.652
679,54844.242
680,54793.789
681,54739.652
682,54702.441
683,54656.926
684,54622.676
685,54604.656
686,54578.109
687,54557.168
688,54554.977
689,54549.254
690,54539.145
691,54541.840
692,54549.676
693,54555.020
694,54568.207
695,54588.629
696,54617.215
697,54626.680
698,54643.383
699,54671.895
700,54682.875
701,54699.578
702,54725.238
703,54737.453
704,54749.070
705,54770.078
706,54788.062
707,54800.320
708,54794.582
709,54801.320
710,54807.250
711,54809.922
712,54818.250
713,54834.422
714,54852.684
715,54867.641
716,54880.918
717,54910.555
718,54931.754
719,54942.988
720,54967.691
721,54984.355
722,54985.727
723,55002.461
724,55011.566
725,55006.664
726,54987.242
727,54975.730
728,54970.371
729,54948.004
730,54938.680
731,54944.711
732,54927.238
733,54924.793
734,54947.801
735,54951.309
736,54970.992
737,55002.426
738,55026.461
739,55055.793
740,55074.297
741,55099.391
742,55119.969
743,55114.445
744,55121.145
745,55121.832
746,55096.824
747,55080.168
748,55061.367
749,55023.434
750,54995.172
751,54967.660
752,54939.977
753,54912.977
754,54885.391
755,54864.055
756,54848.133
757,54831.941
758,54822.160
759,54821.703
760,54819.285
761,54827.973
762,54842.531
763,54866.953
764,54905.168
765,54931.523
766,54977.676
767,55032.699
768,55079.871
769,55128.129
770,55179.695
771,55218.234
772,55261.199
773,55306.871
774,55344.684
775,55361.527
776,55364.344
777,55372.773
778,55364.953
779,55356.090
780,55360.633
781,55348.238
782,55340.309
783,55354.117
784,55358.926
785,55368.762
786,55407.871
787,55427.188
788,55445.645
789,55477.492
790,55499.371
791,55511.203
792,55531.527
793,55552.426
794,55551.125
795,55527.438
796,55520.207
797,55504.750
798,55469.926
799,55451.996
800,55433.164
801,55386.004
802,55361.180
803,55336.355
804,55318.109
805,55304.594
806,55291.734
807,55295.531
808,55299.195
809,55302.492
810,55322.137
811,55334.629
812,55351.117
813,55369.609
814,55387.746
815,55414.406
816,55433.109
817,55463.418
818,55502.723
819,55511.387
820,55558.168
821,55602.590
822,55625.723
823,55671.422
824,55707.168
825,55731.207
826,55764.055
827,55783.848
828,55807.648
829,55817.652
830,55811.551
831,55815.855
832,55781.434
833,55741.414
834,55713.629
835,55658.375
836,55604.453
837,55559.129
838,55503.035
839,55455.289
840,55422.730
841,55393.898
842,55381.422
843,55375.316
844,55381.242
845,55402.316
846,55417.539
847,55447.910
848,55488.688
849,55525.988
850,55571.961
851,55612.527
852,55645.645
853,55688.699
854,55720.449
855,55743.406
856,55764.594
857,55769.727
858,55770.617
859,55769.168
860,55763.992
861,55759.285
862,55753.719
863,55750.062
864,55743.355
865,55735.992
866,55738.383
867,55745.543
868,55745.863
869,55752.699
870,55768.551
871,55772.930
872,55788.410
873,55810.566
874,55824.117
875,55822.480
876,55835.770
877,55848.039
878,55854.008
879,55869.094
880,55880.633
881,55884.582
882,55900.875
883,55922.410
884,55945.316
885,55967.965
886,55985.719
887,55999.238
888,56015.371
889,56019.410
890,56025.129
891,56037.234
892,56040.762
893,56022.020
894,56006.445
895,55994.816
896,55963.762
897,55939.625
898,55916.078
899,55884.129
900,55842.129
901,55817.594
902,55799.477
903,55773.691
904,55760.598
905,55760.062
