Frame,Mean
1,11775.023
2,10833.816
3,10640.361
4,11735.882
5,11988.207
6,12114.047
7,11704.770
8,11221.248
9,11357.604
10,11393.462
11,10626.373
12,10576.396
13,10865.911
14,10530.101
15,10630.331
16,10325.663
17,10336.396
18,10534.130
19,9884.443
20,10194.846
21,10515.379
22,9564.681
23,9889.213
24,10102.515
25,9510.319
26,9583.449
27,9543.414
28,9568.758
29,9614.592
30,9492.645
31,9738.225
32,9820.095
33,9719.106
34,9886.054
35,9897.793
36,9938.710
37,10008.911
38,10119.414
39,10389.544
40,10196.698
41,10533.414
42,10859.130
43,10436.201
44,10866.242
45,11246.805
46,10538.586
47,11095.840
48,11305.000
49,10670.065
50,11136.373
51,11149.758
52,10927.929
53,11176.236
54,11011.166
55,10959.142
56,10899.639
57,10760.811
58,11042.758
59,10870.739
60,10763.112
61,10937.325
62,10765.438
63,10790.946
64,10896.882
65,10778.296
66,10824.752
67,10768.728
68,10658.864
69,10673.509
70,10681.882
71,10646.355
72,10590.178
73,10700.728
74,10738.267
75,10716.971
76,11029.923
77,11120.296
78,11052.940
79,11360.716
80,11326.858
81,11359.710
82,11570.598
83,11586.551
84,11661.793
85,11838.687
86,11761.799
87,11725.462
88,12004.089
89,11764.367
90,11630.639
91,12265.089
92,11777.089
93,11493.213
94,12270.816
95,11795.733
96,11626.728
97,12244.012
98,11813.704
99,11754.083
100,11627.077
101,11621.562
102,11724.745
103,10841.793
104,11274.917
105,11423.994
106,10083.290
107,10781.663
108,10947.568
109,9809.562
110,10357.213
111,10524.864
112,9931.106
113,10294.456
114,10319.568
115,10170.858
116,10374.669
117,10343.054
118,10375.965
119,10482.432
120,10405.639
121,10511.349
122,10459.657
123,10424.988
124,10577.675
125,10288.201
126,10299.054
127,10494.414
128,10133.574
129,10170.775
130,10511.799
131,10129.911
132,9958.816
133,10574.331
134,10335.130
135,10047.189
136,10783.733
137,10453.172
138,10181.124
139,10981.420
140,10783.657
141,10570.764
142,11362.267
143,11083.337
144,10935.828
145,11505.023
146,11307.923
147,11279.858
148,11880.438
149,11571.396
150,11550.681
151,11966.438
152,11766.071
153,11715.515
154,11805.124
155,11716.811
156,11648.184
157,11468.379
158,11440.462
159,11311.402
160,10763.834
161,11045.147
162,11149.929
163,10699.544
164,11120.290
165,11285.799
166,10757.834
167,11260.106
168,11502.929
169,10888.230
170,11466.284
171,11749.965
172,11144.722
173,11486.911
174,11709.396
175,11216.758
176,11408.106
177,11464.917
178,11441.201
179,11257.136
180,11006.029
181,11650.130
182,11064.077
183,10612.456
184,11561.853
185,10741.029
186,10132.154
187,11268.586
188,10609.302
189,10074.278
190,11089.361
191,10595.988
192,10205.219
193,10993.284
194,10796.124
195,10613.313
196,11600.503
197,11374.834
198,11296.882
199,11791.284
200,11734.994
201,11768.853
202,12008.095
203,11918.940
204,11957.041
205,11369.946
206,11523.615
207,11660.443
208,10884.770
209,11021.041
210,11079.894
211,10406.953
212,10502.438
213,10614.201
214,10295.917
215,10239.787
216,10269.758
217,10459.627
218,10387.639
219,10309.319
220,10448.118
221,10492.509
222,10428.846
223,10496.828
224,10676.681
225,10731.840
226,10555.704
227,10818.000
228,10899.047
229,10606.325
230,10790.805
231,10928.242
232,10777.557
233,10759.443
234,10798.515
235,10911.515
236,10685.604
237,10615.615
238,11101.994
239,10670.195
240,10356.219
241,11063.207
242,10608.876
243,10194.325
244,10878.118
245,10344.521
246,10059.479
247,10639.118
248,10451.935
249,10412.154
250,10573.940
251,10406.799
252,10480.402
253,10542.230
254,10792.598
255,10924.758
256,10470.586
257,10619.905
258,10690.462
259,10223.184
260,10283.521
261,10346.000
262,10103.118
263,9927.816
264,9920.509
265,9857.551
266,9490.864
267,9392.675
268,9678.864
269,9385.775
270,9268.977
271,9712.905
272,9326.047
273,9178.023
274,9690.236
275,9423.663
276,9454.313
277,9908.060
278,9550.178
279,9597.639
280,10081.586
281,9929.562
282,10050.420
283,10447.971
284,10210.225
285,10276.764
286,10511.160
287,10755.899
288,10807.929
289,10397.047
290,10683.799
291,10733.586
292,10267.136
293,10486.781
294,10506.870
295,9979.379
296,9943.396
297,9943.443
298,9929.515
299,9422.604
300,9326.894
301,10009.396
302,9128.687
303,8987.959
304,10034.438
305,9069.166
306,8877.544
307,10098.077
308,9403.521
309,9252.609
310,10166.745
311,9900.669
312,9856.230
313,10404.284
314,10107.255
315,10077.124
316,10385.012
317,10262.538
318,10165.248
319,10509.532
320,10035.420
321,9870.580
322,10325.526
323,10078.805
324,10051.882
325,10300.770
326,10018.160
327,10086.160
328,10399.977
329,10540.225
330,10755.811
331,10585.035
332,10689.770
333,10941.166
334,10938.687
335,10853.681
336,10885.651
337,10759.184
338,10668.449
339,10604.692
340,10748.557
341,10490.846
342,10410.308
343,10740.828
344,10847.414
345,10858.882
346,11213.988
347,11211.586
348,11185.532
349,11755.373
350,11718.592
351,11610.089
352,12116.580
353,12033.905
354,11902.047
355,12440.160
356,12345.060
357,12220.739
358,12069.319
359,12354.402
360,12482.408
361,11884.822
362,12246.012
363,12417.580
364,11142.905
365,11820.230
366,12006.236
367,10804.012
368,11165.255
369,11275.391
370,10437.101
371,10464.230
372,10290.822
373,10479.319
374,10043.758
375,9814.876
376,10572.515
377,10122.770
378,9958.604
379,10826.000
380,10291.012
381,10110.219
382,10687.946
383,10554.917
384,10532.201
385,10808.988
386,10705.154
387,10665.041
388,10529.752
389,10579.414
390,10575.929
391,10822.385
392,10820.840
393,10673.592
394,11076.544
395,10854.426
396,10682.846
397,11414.462
398,11187.793
399,11016.639
400,11671.047
401,11218.770
402,11041.491
403,11424.023
404,10961.041
