Frame,Mean
1,13266.522
2,12872.256
3,13484.562
4,13132.614
5,13192.503
6,12804.813
7,12798.065
8,12638.181
9,12805.834
10,12447.360
11,12405.881
12,12232.252
13,12164.751
14,12162.208
15,12002.063
16,12050.038
17,12368.942
18,12039.901
19,11992.023
20,12518.293
21,11872.958
22,11859.832
23,12475.559
24,11880.052
25,11837.564
26,12230.093
27,11903.216
28,11939.632
29,12156.808
30,12043.406
31,12141.135
32,12340.568
33,12287.586
34,12290.680
35,12413.044
36,12422.224
37,12431.632
38,12550.763
39,12531.331
40,12539.295
41,12782.854
42,12582.828
43,12558.699
44,12856.109
45,12678.651
46,12648.927
47,12843.000
48,12593.046
49,12482.929
50,12566.376
51,12410.511
52,12425.545
53,12381.264
54,12388.998
55,12432.382
56,12404.530
57,12456.566
58,12587.707
59,12535.671
60,12533.865
61,12700.759
62,12681.528
63,12520.123
64,12606.921
65,12637.604
66,12386.515
67,12387.691
68,12408.073
69,12222.723
70,12122.441
71,12073.984
72,12071.327
73,11988.566
74,11835.058
75,12037.129
76,11920.457
77,11787.887
78,12015.493
79,11955.618
80,11908.384
81,12019.382
82,12010.481
83,12325.479
84,12195.258
85,12319.626
86,12681.638
87,12514.551
88,12657.218
89,12912.200
90,12743.307
91,12920.917
92,12944.089
93,12952.798
94,13102.287
95,12920.318
96,13036.485
97,13128.404
98,12932.517
99,12983.220
100,13013.228
101,12970.871
102,12877.275
103,12867.245
104,12980.202
105,12656.572
106,12698.889
107,12909.703
108,12508.307
109,12509.103
110,12769.958
111,12413.404
112,12397.665
113,12607.170
114,12361.857
115,12296.644
116,12498.143
117,12431.025
118,12422.927
119,12437.077
120,12451.699
121,12426.881
122,12381.422
123,12543.980
124,12562.626
125,12450.528
126,12768.555
127,12756.354
128,12766.089
129,13090.212
130,13012.474
131,12959.395
132,13200.885
133,13135.311
134,13077.414
135,13221.855
136,13123.819
137,12910.655
138,13001.428
139,12950.798
140,12765.291
141,12804.178
142,12619.755
143,12516.950
144,12741.370
145,12592.287
146,12477.788
147,12751.925
148,12603.235
149,12447.788
150,12830.894
151,12700.113
152,12489.309
153,12816.688
154,12783.682
